"","box","date","phase","site","eggs","chicks","eggDev","chickDev","mean_chick_weight","interpolled","mean_weightDev"
"15782","Y15","2023-06-11",NA,"Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15783","Z24","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15784","Z14","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15785","X33","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15786","Y06","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15787","Y19","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15788","Y25","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,NA,"unkown",NA
"15789","X31","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15790","Z06","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15791","Z20","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15792","X25","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15793","Y01","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15794","Y18","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,NA,"unkown",NA
"15795","Y09","2023-06-11","Fail","Y",3,0,2.91428571428571,-0.514285714285714,NA,NA,NA
"15796","Y07","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15797","Y29","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15798","Y10","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15799","X32","2023-06-11","Provisioning","X",0,2,0,1.88235294117647,NA,"unkown",NA
"15800","Y28","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15801","Y02","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15802","Y03","2023-06-11","Provisioning","Y",0,1,-0.0857142857142857,0.485714285714286,NA,"unkown",NA
"15803","Y21","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15804","X40","2023-06-11",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15805","Z28","2023-06-11","Provisioning","Z",0,3,0,2.23809523809524,NA,"unkown",NA
"15806","Y17","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,NA,"unkown",NA
"15807","Y05","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15808","Y20","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15809","Y22","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15810","Z19","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15811","X23","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15812","Y16","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15813","Z11","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15814","Y08","2023-06-11","Provisioning","Y",0,1,-0.0857142857142857,0.485714285714286,NA,"unkown",NA
"15815","Z07","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15816","Z27","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15817","X36","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15818","X38","2023-06-11","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15819","X39","2023-06-11","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15820","Y26","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,NA,"unkown",NA
"15821","Y11","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15822","Y12","2023-06-11","Provisioning","Y",0,1,-0.0857142857142857,0.485714285714286,NA,"unkown",NA
"15823","Y30","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15824","Y31","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15825","Y23","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15826","Z32","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,221.8,"221.8",0
"15827","Z34","2023-06-11",NA,"Z",0,0,0,-0.761904761904762,NA,NA,NA
"15828","Z22","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15829","Y04","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,NA,"unkown",NA
"15830","Z13","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15831","Z25","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15832","Z10","2023-06-11","Provisioning","Z",0,1,0,0.238095238095238,NA,"unkown",NA
"15833","Z23","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15834","Y14","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15835","X01","2023-06-11",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15836","X27","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15837","X35","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15838","Y34","2023-06-11","Fail","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15839","Y13","2023-06-11",NA,"Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15840","X28","2023-06-11",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15841","Y24","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15842","Y32","2023-06-11","Provisioning","Y",0,1,-0.0857142857142857,0.485714285714286,NA,"unkown",NA
"15843","Y33","2023-06-11","Provisioning","Y",0,2,-0.0857142857142857,1.48571428571429,194.45,"194.45",0
"15844","Z31","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15845","Z02","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15846","Z08","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15847","Z26","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15848","Z43","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15849","Y35","2023-06-11","Fledge","Y",0,0,-0.0857142857142857,-0.514285714285714,NA,NA,NA
"15850","Z38","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15851","Z18","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15852","Z05","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15853","Z29","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15854","Z41","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15855","Z44","2023-06-11","Fail","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15856","Z16","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15857","Z17","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15858","Z33","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15859","Z37","2023-06-11",NA,"Z",0,0,0,-0.761904761904762,NA,NA,NA
"15860","Z03","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15861","Z45","2023-06-11","Provisioning","Z",0,3,0,2.23809523809524,NA,"unkown",NA
"15862","Z39","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15863","Z42","2023-06-11","Provisioning","Z",0,1,0,0.238095238095238,NA,"unkown",NA
"15864","Z40","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15865","Z21","2023-06-11","Provisioning","Z",0,2,0,1.23809523809524,NA,"unkown",NA
"15866","Z35","2023-06-11","Fledge","Z",0,0,0,-0.761904761904762,NA,NA,NA
"15867","X20","2023-06-11","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15868","X21","2023-06-11","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15869","X22","2023-06-11","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15870","MW02","2023-06-11",NA,"M",0,-4,0,-3,NA,NA,NA
"15871","Z09","2023-06-11",NA,"Z",0,0,0,-0.761904761904762,NA,NA,NA
"15872","X18","2023-06-11","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15873","MW06","2023-06-11",NA,"M",0,0,0,1,NA,NA,NA
"15874","M03","2023-06-11",NA,"M",0,0,0,1,NA,NA,NA
"15875","MW01","2023-06-11",NA,"M",0,0,0,1,NA,NA,NA
"15876","Z46","2023-06-11",NA,"Z",0,0,0,-0.761904761904762,NA,NA,NA
"15877","Z30","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15878","Y27","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15879","Z15","2023-06-12","Provisioning","Z",0,0,0,-0.595238095238095,NA,"unkown",NA
"15880","Y15","2023-06-12",NA,"Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15881","Z24","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15882","Z14","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15883","X33","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15884","Y06","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15885","Y19","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15886","Y25","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15887","X31","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15888","Z06","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15889","Z20","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15890","X25","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15891","Y01","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15892","Y18","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15893","Y09","2023-06-12","Fail","Y",3,0,2.91428571428571,-0.485714285714286,NA,NA,NA
"15894","Y07","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15895","Y29","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15896","Y10","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15897","X32","2023-06-12","Provisioning","X",0,2,0,1.88235294117647,NA,"unkown",NA
"15898","Y28","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15899","Y02","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15900","Y03","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15901","Y21","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15902","X40","2023-06-12",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15903","Z28","2023-06-12","Provisioning","Z",0,3,0,2.4047619047619,NA,"unkown",NA
"15904","Y17","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15905","Y05","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15906","Y20","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15907","Y22","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15908","Z19","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15909","X23","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15910","Y16","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15911","Z11","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15912","Y08","2023-06-12","Provisioning","Y",0,1,-0.0857142857142857,0.514285714285714,NA,"unkown",NA
"15913","Z07","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15914","Z27","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15915","X36","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15916","X38","2023-06-12","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15917","X39","2023-06-12","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15918","Y26","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15919","Y11","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15920","Y12","2023-06-12","Provisioning","Y",0,1,-0.0857142857142857,0.514285714285714,NA,"unkown",NA
"15921","Y30","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15922","Y31","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15923","Y23","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15924","Z32","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15925","Z34","2023-06-12",NA,"Z",0,0,0,-0.595238095238095,NA,NA,NA
"15926","Z22","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15927","Y04","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15928","Z13","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15929","Z25","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15930","Z10","2023-06-12","Provisioning","Z",0,0,0,-0.595238095238095,NA,"unkown",NA
"15931","Z23","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15932","Y14","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15933","X01","2023-06-12",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15934","X27","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15935","X35","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15936","Y34","2023-06-12","Fail","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15937","Y13","2023-06-12",NA,"Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15938","X28","2023-06-12",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"15939","Y24","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15940","Y32","2023-06-12","Provisioning","Y",0,1,-0.0857142857142857,0.514285714285714,NA,"unkown",NA
"15941","Y33","2023-06-12","Provisioning","Y",0,2,-0.0857142857142857,1.51428571428571,NA,"unkown",NA
"15942","Z31","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15943","Z02","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15944","Z08","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15945","Z26","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15946","Z43","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15947","Y35","2023-06-12","Fledge","Y",0,0,-0.0857142857142857,-0.485714285714286,NA,NA,NA
"15948","Z38","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15949","Z18","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15950","Z05","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15951","Z29","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15952","Z41","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15953","Z44","2023-06-12","Fail","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15954","Z16","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15955","Z17","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15956","Z33","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15957","Z37","2023-06-12",NA,"Z",0,0,0,-0.595238095238095,NA,NA,NA
"15958","Z03","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15959","Z45","2023-06-12","Provisioning","Z",0,3,0,2.4047619047619,NA,"unkown",NA
"15960","Z39","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15961","Z42","2023-06-12","Provisioning","Z",0,1,0,0.404761904761905,NA,"unkown",NA
"15962","Z40","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15963","Z21","2023-06-12","Provisioning","Z",0,2,0,1.4047619047619,NA,"unkown",NA
"15964","Z35","2023-06-12","Fledge","Z",0,0,0,-0.595238095238095,NA,NA,NA
"15965","X20","2023-06-12","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15966","X21","2023-06-12","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15967","X22","2023-06-12","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15968","MW02","2023-06-12",NA,"M",0,-4,0,-3,NA,NA,NA
"15969","Z09","2023-06-12",NA,"Z",0,0,0,-0.595238095238095,NA,NA,NA
"15970","X18","2023-06-12","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"15971","MW06","2023-06-12",NA,"M",0,0,0,1,NA,NA,NA
"15972","M03","2023-06-12",NA,"M",0,0,0,1,NA,NA,NA
"15973","MW01","2023-06-12",NA,"M",0,0,0,1,NA,NA,NA
"15974","Z46","2023-06-12",NA,"Z",0,0,0,-0.595238095238095,NA,NA,NA
"15975","Z30","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"15976","Y27","2023-06-13","Provisioning","Y",0,2,-0.0857142857142857,1.71428571428571,NA,"unkown",NA
"15977","Z15","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"15978","Y15","2023-06-13",NA,"Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15979","Z24","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"15980","Z14","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"15981","X33","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15982","Y06","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15983","Y19","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15984","Y25","2023-06-13","Provisioning","Y",0,2,-0.0857142857142857,1.71428571428571,NA,"unkown",NA
"15985","X31","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15986","Z06","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"15987","Z20","2023-06-13","Provisioning","Z",0,2,0,1.54761904761905,NA,"unkown",NA
"15988","X25","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"15989","Y01","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15990","Y18","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15991","Y09","2023-06-13","Fail","Y",3,0,2.91428571428571,-0.285714285714286,NA,NA,NA
"15992","Y07","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15993","Y29","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15994","Y10","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15995","X32","2023-06-13","Provisioning","X",0,2,0,1.88235294117647,NA,"unkown",NA
"15996","Y28","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15997","Y02","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15998","Y03","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"15999","Y21","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16000","X40","2023-06-13",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16001","Z28","2023-06-13","Provisioning","Z",0,3,0,2.54761904761905,NA,"unkown",NA
"16002","Y17","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16003","Y05","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16004","Y20","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16005","Y22","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16006","Z19","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16007","X23","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16008","Y16","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16009","Z11","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16010","Y08","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16011","Z07","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16012","Z27","2023-06-13","Provisioning","Z",0,2,0,1.54761904761905,NA,"unkown",NA
"16013","X36","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16014","X38","2023-06-13","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16015","X39","2023-06-13","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16016","Y26","2023-06-13","Provisioning","Y",0,2,-0.0857142857142857,1.71428571428571,NA,"unkown",NA
"16017","Y11","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16018","Y12","2023-06-13","Provisioning","Y",0,1,-0.0857142857142857,0.714285714285714,NA,"unkown",NA
"16019","Y30","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16020","Y31","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16021","Y23","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16022","Z32","2023-06-13","Provisioning","Z",0,2,0,1.54761904761905,NA,"unkown",NA
"16023","Z34","2023-06-13",NA,"Z",0,0,0,-0.452380952380952,NA,NA,NA
"16024","Z22","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16025","Y04","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16026","Z13","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16027","Z25","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16028","Z10","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16029","Z23","2023-06-13","Provisioning","Z",0,2,0,1.54761904761905,NA,"unkown",NA
"16030","Y14","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16031","X01","2023-06-13",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16032","X27","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16033","X35","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16034","Y34","2023-06-13","Fail","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16035","Y13","2023-06-13",NA,"Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16036","X28","2023-06-13",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16037","Y24","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16038","Y32","2023-06-13","Provisioning","Y",0,1,-0.0857142857142857,0.714285714285714,NA,"unkown",NA
"16039","Y33","2023-06-13","Provisioning","Y",0,2,-0.0857142857142857,1.71428571428571,NA,"unkown",NA
"16040","Z31","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16041","Z02","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16042","Z08","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16043","Z26","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16044","Z43","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16045","Y35","2023-06-13","Fledge","Y",0,0,-0.0857142857142857,-0.285714285714286,NA,NA,NA
"16046","Z38","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16047","Z18","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16048","Z05","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16049","Z29","2023-06-13","Provisioning","Z",0,2,0,1.54761904761905,NA,"unkown",NA
"16050","Z41","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16051","Z44","2023-06-13","Fail","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16052","Z16","2023-06-13","Provisioning","Z",0,1,0,0.547619047619048,NA,"unkown",NA
"16053","Z17","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16054","Z33","2023-06-13","Provisioning","Z",0,1,0,0.547619047619048,NA,"unkown",NA
"16055","Z37","2023-06-13",NA,"Z",0,0,0,-0.452380952380952,NA,NA,NA
"16056","Z03","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16057","Z45","2023-06-13","Provisioning","Z",0,3,0,2.54761904761905,NA,"unkown",NA
"16058","Z39","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16059","Z42","2023-06-13","Provisioning","Z",0,1,0,0.547619047619048,NA,"unkown",NA
"16060","Z40","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16061","Z21","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
"16062","Z35","2023-06-13","Fledge","Z",0,0,0,-0.452380952380952,NA,NA,NA
